node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,marker_guid,embedded_in_wall_guid
538,DimText 34,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,3.83,Dim Text 34,-9.91,3.83,0.0,-9.41,4.33,0.0,,,,,,
539,DimText 35,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"5'-10 15/32""",,-9.91,5.68,Dim Text 35,-9.91,5.68,0.0,-9.41,6.18,0.0,,,,,,
540,DimText 36,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"7'-1 23/64""",,-9.91,7.69,Dim Text 36,-9.91,7.69,0.0,-9.41,8.19,0.0,,,,,,
541,DimText 37,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,9.77,Dim Text 37,-9.91,9.77,0.0,-9.41,10.27,0.0,,,,,,
542,DimText 38,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,11.74,Dim Text 38,-9.91,11.74,0.0,-9.41,12.24,0.0,,,,,,
543,DimText 39,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,13.72,Dim Text 39,-9.91,13.72,0.0,-9.41,14.22,0.0,,,,,,
544,DimText 40,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,15.7,Dim Text 40,-9.91,15.7,0.0,-9.41,16.2,0.0,,,,,,
545,DimText 41,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-5 29/32""",,-9.91,17.68,Dim Text 41,-9.91,17.68,0.0,-9.41,18.18,0.0,,,,,,
546,DimText 42,BC7F20C2-C6C9-2D43-AFDA-357C9E01801E,,"6'-6 3/4""",,-9.91,19.73,Dim Text 42,-9.91,19.73,0.0,-9.41,20.23,0.0,,,,,,
547,DimText 43,56493F50-0E78-2041-BC49-8749CB66C2AF,,"0""",,-27.87,3.41,Dim Text 43,-27.87,3.41,0.0,-27.37,3.91,0.0,,,,,,
548,DimText 44,56493F50-0E78-2041-BC49-8749CB66C2AF,,"9'-6 15/64""",,-26.55,3.41,Dim Text 44,-26.55,3.41,0.0,-26.05,3.91,0.0,,,,,,
549,DimText 45,902B5682-94E6-3249-BE71-E5EC932C3D64,,"0""",,-24.65,2.45,Dim Text 45,-24.65,2.45,0.0,-24.15,2.95,0.0,,,,,,
550,DimText 46,902B5682-94E6-3249-BE71-E5EC932C3D64,,"2'-3""",,-24.64,2.77,Dim Text 46,-24.64,2.77,0.0,-24.14,3.27,0.0,,,,,,
551,DimText 47,DF06F729-04EB-2D41-A1D6-2655C1779FD0,,"0""",,-27.87,2.18,Dim Text 47,-27.87,2.18,0.0,-27.37,2.68,0.0,,,,,,
552,DimText 48,DF06F729-04EB-2D41-A1D6-2655C1779FD0,,"2'-7 17/64""",,-27.61,2.17,Dim Text 48,-27.61,2.17,0.0,-27.11,2.67,0.0,,,,,,
553,DimText 49,DF06F729-04EB-2D41-A1D6-2655C1779FD0,,"2'-0""",,-26.8,2.17,Dim Text 49,-26.8,2.17,0.0,-26.3,2.67,0.0,,,,,,
554,DimText 50,DF06F729-04EB-2D41-A1D6-2655C1779FD0,,"2'-10 63/64""",,-26.18,2.17,Dim Text 50,-26.18,2.17,0.0,-25.68,2.67,0.0,,,,,,
555,DimText 51,DF06F729-04EB-2D41-A1D6-2655C1779FD0,,"2'-0""",,-25.3,2.17,Dim Text 51,-25.3,2.17,0.0,-24.8,2.67,0.0,,,,,,
556,DimText 52,114C4FB4-89B5-C34F-9CF4-5437886B9712,,"0""",,-28.72,2.54,Dim Text 52,-28.72,2.54,0.0,-28.22,3.04,0.0,,,,,,
557,DimText 53,114C4FB4-89B5-C34F-9CF4-5437886B9712,,"1'-0""",,-28.72,2.65,Dim Text 53,-28.72,2.65,0.0,-28.22,3.15,0.0,,,,,,
558,DimText 54,114C4FB4-89B5-C34F-9CF4-5437886B9712,,"1'-0""",,-28.72,2.96,Dim Text 54,-28.72,2.96,0.0,-28.22,3.46,0.0,,,,,,
559,DimText 55,D3FB0272-5E49-9347-8A6B-D9B388CBB531,,"0""",,-27.38,7.04,Dim Text 55,-27.38,7.04,0.0,-26.88,7.54,0.0,,,,,,
560,DimText 56,D3FB0272-5E49-9347-8A6B-D9B388CBB531,,"5'-1 1/2""",,-26.7,7.04,Dim Text 56,-26.7,7.04,0.0,-26.2,7.54,0.0,,,,,,
561,DimText 57,D3FB0272-5E49-9347-8A6B-D9B388CBB531,,"2'-10""",,-25.45,7.04,Dim Text 57,-25.45,7.04,0.0,-24.95,7.54,0.0,,,,,,
562,DimText 58,34F0C66C-AF69-974A-B299-D1ACD9E9EF47,,"0""",,-24.64,5.01,Dim Text 58,-24.64,5.01,0.0,-24.14,5.51,0.0,,,,,,
563,DimText 59,34F0C66C-AF69-974A-B299-D1ACD9E9EF47,,"5'-0 1/2""",,-24.64,5.67,Dim Text 59,-24.64,5.67,0.0,-24.14,6.17,0.0,,,,,,
564,DimText 60,E4554624-EF6E-8F45-9BE0-ABB0FBCCA3AE,,"0""",,-27.48,4.73,Dim Text 60,-27.48,4.73,0.0,-26.98,5.23,0.0,,,,,,
565,DimText 61,E4554624-EF6E-8F45-9BE0-ABB0FBCCA3AE,,"4 1/2""",,-27.69,4.73,Dim Text 61,-27.69,4.73,0.0,-27.19,5.23,0.0,,,,,,
566,DimText 62,E4554624-EF6E-8F45-9BE0-ABB0FBCCA3AE,,"1'-3""",,-27.22,4.73,Dim Text 62,-27.22,4.73,0.0,-26.72,5.23,0.0,,,,,,
567,DimText 63,E4554624-EF6E-8F45-9BE0-ABB0FBCCA3AE,,"2'-6 1/32""",,-26.73,4.73,Dim Text 63,-26.73,4.73,0.0,-26.23,5.23,0.0,,,,,,
568,DimText 64,E4554624-EF6E-8F45-9BE0-ABB0FBCCA3AE,,"4'-1 31/32""",,-25.74,4.73,Dim Text 64,-25.74,4.73,0.0,-25.24,5.23,0.0,,,,,,
569,DimText 65,5AA62575-6FE5-2541-8BE7-BEABED2AFCBE,,"0""",,-27.48,4.54,Dim Text 65,-27.48,4.54,0.0,-26.98,5.04,0.0,,,,,,
570,DimText 66,5AA62575-6FE5-2541-8BE7-BEABED2AFCBE,,"8'-3 1/2""",,-26.32,4.54,Dim Text 66,-26.32,4.54,0.0,-25.82,5.04,0.0,,,,,,
571,DimText 67,9866BA48-FFA3-BB45-93F3-1C6D9F92BC85,,"0""",,-24.43,4.89,Dim Text 67,-24.43,4.89,0.0,-23.93,5.39,0.0,,,,,,
572,DimText 68,9866BA48-FFA3-BB45-93F3-1C6D9F92BC85,,"5'-9""",,-24.43,5.73,Dim Text 68,-24.43,5.73,0.0,-23.93,6.23,0.0,,,,,,
573,DimText 69,DEC5E161-6CDB-E742-907A-372A59ED1DD8,,"0""",,-26.6,5.83,Dim Text 69,-26.6,5.83,0.0,-26.1,6.33,0.0,,,,,,
574,DimText 70,DEC5E161-6CDB-E742-907A-372A59ED1DD8,,"1'-3 1/32""",,-26.94,5.83,Dim Text 70,-26.94,5.83,0.0,-26.44,6.33,0.0,,,,,,
575,DimText 71,DEC5E161-6CDB-E742-907A-372A59ED1DD8,,"1'-3 31/32""",,-25.74,5.83,Dim Text 71,-25.74,5.83,0.0,-25.24,6.33,0.0,,,,,,
576,DimText 72,D87DF8E6-A609-B54C-9632-A6D5591FE2EE,,"0""",,-27.78,5.01,Dim Text 72,-27.78,5.01,0.0,-27.28,5.51,0.0,,,,,,
577,DimText 73,D87DF8E6-A609-B54C-9632-A6D5591FE2EE,,"3'-6 1/2""",,-27.78,5.44,Dim Text 73,-27.78,5.44,0.0,-27.28,5.94,0.0,,,,,,
578,DimText 74,C839CC2C-B522-7048-A9DD-7BDB3EBC68A9,,"0""",,-27.38,6.88,Dim Text 74,-27.38,6.88,0.0,-26.88,7.38,0.0,,,,,,
579,DimText 75,C839CC2C-B522-7048-A9DD-7BDB3EBC68A9,,"1'-6 49/64""",,-27.29,6.88,Dim Text 75,-27.29,6.88,0.0,-26.79,7.38,0.0,,,,,,
580,DimText 76,676F3C03-64A7-5B43-9925-5A0B84DF01AA,,"0""",,-2.9,18.1,Dim Text 76,-2.9,18.1,0.0,-2.4,18.6,0.0,,,,,,
581,DimText 77,676F3C03-64A7-5B43-9925-5A0B84DF01AA,,"9'-1 1/64""",,-2.9,19.25,Dim Text 77,-2.9,19.25,0.0,-2.4,19.75,0.0,,,,,,
582,DimText 78,0B01FC84-C036-9744-835E-7284E941FB44,,"0""",,-9.03,6.95,Dim Text 78,-9.03,6.95,0.0,-8.53,7.45,0.0,,,,,,
583,DimText 79,0B01FC84-C036-9744-835E-7284E941FB44,,"11'-11 1/2""",,-7.47,6.95,Dim Text 79,-7.47,6.95,0.0,-6.97,7.45,0.0,,,,,,
584,DimText 80,F2601B3D-F055-AE49-973C-35CBD2646C0D,,"0""",,-9.75,7.76,Dim Text 80,-9.75,7.76,0.0,-9.25,8.26,0.0,,,,,,
585,DimText 81,F2601B3D-F055-AE49-973C-35CBD2646C0D,,"43'-0""",,-9.75,14.2,Dim Text 81,-9.75,14.2,0.0,-9.25,14.7,0.0,,,,,,
586,DimText 82,42FB2B51-18DA-7F4E-B275-C17A79042EF5,,"0""",,-3.16,7.76,Dim Text 82,-3.16,7.76,0.0,-2.66,8.26,0.0,,,,,,
587,DimText 83,42FB2B51-18DA-7F4E-B275-C17A79042EF5,,"13'-10 63/64""",,-3.16,9.53,Dim Text 83,-3.16,9.53,0.0,-2.66,10.03,0.0,,,,,,
588,DimText 84,4FAC4160-999B-1F4C-8964-11C20253C082,,"0""",,-9.04,21.65,Dim Text 84,-9.04,21.65,0.0,-8.54,22.15,0.0,,,,,,
589,DimText 85,4FAC4160-999B-1F4C-8964-11C20253C082,,"12'-0""",,-7.33,21.65,Dim Text 85,-7.33,21.65,0.0,-6.83,22.15,0.0,,,,,,
590,DimText 86,4FAC4160-999B-1F4C-8964-11C20253C082,,"25'-1""",,-1.68,21.65,Dim Text 86,-1.68,21.65,0.0,-1.18,22.15,0.0,,,,,,
591,DimText 87,DD30CF64-CA11-734C-99AC-A68EF9E457D4,,"0""",,-9.03,16.37,Dim Text 87,-9.03,16.37,0.0,-8.53,16.87,0.0,,,,,,
592,DimText 88,DD30CF64-CA11-734C-99AC-A68EF9E457D4,,"8""",,-8.93,16.37,Dim Text 88,-8.93,16.37,0.0,-8.43,16.87,0.0,,,,,,
593,DimText 89,DD30CF64-CA11-734C-99AC-A68EF9E457D4,,"35'-9 1/2""",,-3.55,16.37,Dim Text 89,-3.55,16.37,0.0,-3.05,16.87,0.0,,,,,,
594,DimText 90,DD30CF64-CA11-734C-99AC-A68EF9E457D4,,"8""",,2.19,16.37,Dim Text 90,2.19,16.37,0.0,2.69,16.87,0.0,,,,,,
595,DimText 91,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,"0""",,-6.05,7.76,Dim Text 91,-6.05,7.76,0.0,-5.55,8.26,0.0,,,,,,
596,DimText 92,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,"8 1/16""",,-6.05,7.43,Dim Text 92,-6.05,7.43,0.0,-5.55,7.93,0.0,,,,,,
597,DimText 93,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,"41'-9""",,-6.05,14.24,Dim Text 93,-6.05,14.24,0.0,-5.55,14.74,0.0,,,,,,
598,DimText 94,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,"8""",,-6.05,20.79,Dim Text 94,-6.05,20.79,0.0,-5.55,21.29,0.0,,,,,,
599,DimText 95,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,"0""",,-6.05,20.89,Dim Text 95,-6.05,20.89,0.0,-5.55,21.39,0.0,,,,,,
600,DimText 96,7B9F9D94-0D7E-3547-A86D-060048E6FFD1,,"0""",,-0.87,11.42,Dim Text 96,-0.87,11.42,0.0,-0.37,11.92,0.0,,,,,,
601,DimText 97,7B9F9D94-0D7E-3547-A86D-060048E6FFD1,,"10'-4""",,0.61,11.42,Dim Text 97,0.61,11.42,0.0,1.11,11.92,0.0,,,,,,
602,DimText 98,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,"0""",,-25.61,-1.42,Dim Text 98,-25.61,-1.42,0.0,-25.11,-0.92,0.0,,,,,,
603,DimText 99,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,"5'-0""",,-24.91,-1.42,Dim Text 99,-24.91,-1.42,0.0,-24.41,-0.92,0.0,,,,,,
604,DimText 100,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,"4'-0""",,-23.54,-1.42,Dim Text 100,-23.54,-1.42,0.0,-23.04,-0.92,0.0,,,,,,
605,DimText 101,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,"6'-0""",,-22.01,-1.42,Dim Text 101,-22.01,-1.42,0.0,-21.51,-0.92,0.0,,,,,,
606,DimText 102,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,"2'-0""",,-20.8,-1.42,Dim Text 102,-20.8,-1.42,0.0,-20.3,-0.92,0.0,,,,,,
607,DimText 103,67A2E478-B462-5F46-BA62-9E13AEC4A35E,,"0""",,-26.81,-1.09,Dim Text 103,-26.81,-1.09,0.0,-26.31,-0.59,0.0,,,,,,
608,DimText 104,67A2E478-B462-5F46-BA62-9E13AEC4A35E,,"20'-11""",,-23.73,-1.09,Dim Text 104,-23.73,-1.09,0.0,-23.23,-0.59,0.0,,,,,,
609,DimText 105,411E1D9C-1CBE-461E-B581-C7AAF4DFBE9E,,"0""",,-0.77,7.57,Dim Text 105,-0.77,7.57,0.0,-0.27,8.07,0.0,,,,,,
610,DimText 106,411E1D9C-1CBE-461E-B581-C7AAF4DFBE9E,,"4'-2 17/64""",,-0.4,7.57,Dim Text 106,-0.4,7.57,0.0,0.1,8.07,0.0,,,,,,
611,DimText 107,EFF3AF12-FF82-4251-97EC-E38D68ADBDEA,,"0""",,1.26,4.54,Dim Text 107,1.26,4.54,0.0,1.76,5.04,0.0,,,,,,
612,DimText 108,EFF3AF12-FF82-4251-97EC-E38D68ADBDEA,,"8'-0""",,1.26,5.69,Dim Text 108,1.26,5.69,0.0,1.76,6.19,0.0,,,,,,
613,DimText 109,1D09F514-749F-43ED-B39A-E802936ED306,,"0""",,2.72,-8.91,Dim Text 109,2.72,-8.91,0.0,3.22,-8.41,0.0,,,,,,
614,DimText 110,1D09F514-749F-43ED-B39A-E802936ED306,,"15'-4""",,4.82,-8.18,Dim Text 110,4.82,-8.18,0.0,5.32,-7.68,0.0,,,,,,
615,DimText 111,B8E7126B-05A2-41CD-BE8E-EF5DE18150BC,,"0""",,-1.76,3.12,Dim Text 111,-1.76,3.12,0.0,-1.26,3.62,0.0,,,,,,
616,DimText 112,B8E7126B-05A2-41CD-BE8E-EF5DE18150BC,,"3'-6 5/64""",,-1.46,3.17,Dim Text 112,-1.46,3.17,0.0,-0.96,3.67,0.0,,,,,,
617,DimText 113,A4E77BE4-4111-4C8B-97A9-FD723A378AB0,,"0""",,-1.31,-1.58,Dim Text 113,-1.31,-1.58,0.0,-0.81,-1.08,0.0,,,,,,
618,DimText 114,A4E77BE4-4111-4C8B-97A9-FD723A378AB0,,"5'-4 7/16""",,-0.72,-1.48,Dim Text 114,-0.72,-1.48,0.0,-0.22,-0.98,0.0,,,,,,
619,DimText 115,3D9950A9-C602-462A-A0B5-39044E919C63,,"0""",,0.39,-8.63,Dim Text 115,0.39,-8.63,0.0,0.89,-8.13,0.0,,,,,,
620,DimText 116,3D9950A9-C602-462A-A0B5-39044E919C63,,"15'-0 3/4""",,0.12,-6.12,Dim Text 116,0.12,-6.12,0.0,0.62,-5.62,0.0,,,,,,
621,DimText 117,D57B0C79-8131-459F-8FE9-1338A5236AF5,,"0""",,-5.74,-4.83,Dim Text 117,-5.74,-4.83,0.0,-5.24,-4.33,0.0,,,,,,
622,DimText 118,D57B0C79-8131-459F-8FE9-1338A5236AF5,,"14'-9 1/4""",,-3.83,-4.16,Dim Text 118,-3.83,-4.16,0.0,-3.33,-3.66,0.0,,,,,,
623,DimText 119,9E90516E-A90B-4711-BD7C-76BE19D439F5,,"0""",,-4.93,-4.94,Dim Text 119,-4.93,-4.94,0.0,-4.43,-4.44,0.0,,,,,,
624,DimText 120,9E90516E-A90B-4711-BD7C-76BE19D439F5,,"18'-6 25/32""",,-2.82,-6.31,Dim Text 120,-2.82,-6.31,0.0,-2.32,-5.81,0.0,,,,,,
625,DimText 121,DBCCEF1C-DC2D-4507-9715-E7FFC36F8D1A,,"0""",,-1.51,6.98,Dim Text 121,-1.51,6.98,0.0,-1.01,7.48,0.0,,,,,,
626,DimText 122,DBCCEF1C-DC2D-4507-9715-E7FFC36F8D1A,,"11'-10 41/64""",,-1.51,8.45,Dim Text 122,-1.51,8.45,0.0,-1.01,8.95,0.0,,,,,,
627,DimText 123,DC07B881-3C5B-4382-A8C6-035217226EDD,,"0""",,-4.13,-3.44,Dim Text 123,-4.13,-3.44,0.0,-3.63,-2.94,0.0,,,,,,
628,DimText 124,DC07B881-3C5B-4382-A8C6-035217226EDD,,"1'-4""",,-4.0,-3.43,Dim Text 124,-4.0,-3.43,0.0,-3.5,-2.93,0.0,,,,,,
629,DimText 125,5E443B38-F19D-4DDA-95F4-758036F8DE0F,,"0""",,1.2,-2.32,Dim Text 125,1.2,-2.32,0.0,1.7,-1.82,0.0,,,,,,
630,DimText 126,5E443B38-F19D-4DDA-95F4-758036F8DE0F,,"1'-2""",,0.96,-2.4,Dim Text 126,0.96,-2.4,0.0,1.46,-1.9,0.0,,,,,,
631,DimText 127,1398DCE7-395A-43CC-881E-6837DA6BFDC1,,"0""",,2.41,-2.12,Dim Text 127,2.41,-2.12,0.0,2.91,-1.62,0.0,,,,,,
632,DimText 128,1398DCE7-395A-43CC-881E-6837DA6BFDC1,,"1'-6""",,2.55,-2.07,Dim Text 128,2.55,-2.07,0.0,3.05,-1.57,0.0,,,,,,
633,DimText 129,1E348B2F-BD3C-4F40-9961-2888176691B4,,"0""",,-0.35,-2.08,Dim Text 129,-0.35,-2.08,0.0,0.15,-1.58,0.0,,,,,,
634,DimText 130,1E348B2F-BD3C-4F40-9961-2888176691B4,,"1'-0""",,-0.57,-1.94,Dim Text 130,-0.57,-1.94,0.0,-0.07,-1.44,0.0,,,,,,
635,DimText 131,6041D4DC-90CE-4F3F-951C-3D5D62820CB3,,"0""",,-0.23,6.39,Dim Text 131,-0.23,6.39,0.0,0.27,6.89,0.0,,,,,,
636,DimText 132,6041D4DC-90CE-4F3F-951C-3D5D62820CB3,,"1'-0""",,-0.49,6.39,Dim Text 132,-0.49,6.39,0.0,0.01,6.89,0.0,,,,,,
637,DimText 133,4A4834A3-9F7A-4E69-8BFA-3CD8D3752EA6,,"0""",,-1.15,8.2,Dim Text 133,-1.15,8.2,0.0,-0.65,8.7,0.0,,,,,,
638,DimText 134,4A4834A3-9F7A-4E69-8BFA-3CD8D3752EA6,,"4'-0""",,-1.15,8.74,Dim Text 134,-1.15,8.74,0.0,-0.65,9.24,0.0,,,,,,
639,DimText 135,D6467260-B167-40C1-BEA8-477E0EA48EF1,,"0""",,-1.55,3.56,Dim Text 135,-1.55,3.56,0.0,-1.05,4.06,0.0,,,,,,
640,DimText 136,D6467260-B167-40C1-BEA8-477E0EA48EF1,,"16'-9""",,-4.2,3.3,Dim Text 136,-4.2,3.3,0.0,-3.7,3.8,0.0,,,,,,
641,DimText 137,A9D9E018-C1DD-4B27-80FC-D4B9BA7F2B95,,"0""",,-1.71,3.61,Dim Text 137,-1.71,3.61,0.0,-1.21,4.11,0.0,,,,,,
642,DimText 138,A9D9E018-C1DD-4B27-80FC-D4B9BA7F2B95,,"22'-11 13/64""",,-1.71,6.77,Dim Text 138,-1.71,6.77,0.0,-1.21,7.27,0.0,,,,,,
